prompt,completion,item,response,target,type,confidence_1,confidence_2,confidence_3,confidence_4,confidence_5,score_1,score_2,score_3,score_4,score_5
"AUT Prompt:rope
Response:startle enemies
Score:
",30,rope,startle enemies,3.0,uses,0.08603531736451592,0.16813079070251166,0.2502262640405074,0.32381617073165725,0.38482434618279915,2.3,2.1535149814112495,2.3328084958039037,2.484433290909044,2.4869011610654885
"AUT Prompt:brick
Response:use it to hold a door open
Score:
",12,brick,use it to hold a door open,1.2,uses,0.23326050564273637,0.4012717451479428,0.5518760468900006,0.6890028240945493,0.7748145771389421,1.0,1.1256090728067059,1.2823575763962471,1.325673224878516,1.31175474676032
"AUT Prompt:box
Response:as a dog house
Score:
",18,box,as a dog house,1.8,uses,0.3642072519091975,0.5561309867952366,0.6725386163301785,0.7631969693674773,0.8371901606283021,1.3,1.1964684187126382,1.283623143140932,1.309326035402792,1.2996634967971357
"AUT Prompt:knife
Response:glue it to a wall for decoration
Score:
",15,knife,glue it to a wall for decoration,1.5,uses,0.15934559214019456,0.30903692289844165,0.441139045426148,0.5614193967479195,0.6709359028968231,2.7,2.360933941006111,2.5523066696362777,2.4982516529402585,2.498537034689382
"AUT Prompt:knife
Response:build things out of knives
Score:
",17,knife,build things out of knives,1.7,uses,0.26551209069398085,0.4659311315566946,0.5507938928788073,0.6222555026325441,0.6915184697950447,1.7,1.829044204575753,1.7475324945836492,1.8109794502259167,1.7798315338794537
"AUT Prompt:brick
Response:Make a wall
Score:
",11,brick,Make a wall,1.1,uses,0.8591438833801417,0.9061222156080644,0.9463049125639138,0.982324449322113,0.9898745543865392,1.0,1.010369094018161,1.0226676151075043,1.0255032125337484,1.029122358598497
"AUT Prompt:box
Response:house if large enough
Score:
",10,box,house if large enough,1.0,uses,0.32400844458354355,0.6099448933397733,0.6918670738900355,0.768825840433116,0.8346521617910826,1.3,1.1593628120121269,1.1641745557372323,1.1977903769090144,1.2373980285176915
"AUT Prompt:paperclip
Response:Papers together 
Score:
",10,paperclip,Papers together ,1.0,uses,0.9551900882694226,0.9714971423354196,0.9861146911274655,0.9957011136708316,0.9966355823011918,1.0,1.0050356465362715,1.0123726892273275,1.014179129590853,1.015103458096589
"AUT Prompt:box
Response:calendar
Score:
",23,box,calendar,2.3,uses,0.13247695145104663,0.2629000381399405,0.3445167202731237,0.42613340240630687,0.49929412343527485,2.0,2.1488281488412757,2.2083312496503544,2.149277034579821,2.1420565542841095
"AUT Prompt:table
Response:display a centerpiece
Score:
",22,table,display a centerpiece,2.2,uses,0.24951808037082382,0.4531688022884866,0.6117721439910193,0.7157867445192447,0.7829436180772793,1.7,1.8348177903394276,1.825791197754636,1.7784488272098717,1.7374099495039272
"AUT Prompt:tire
Response:as a seat
Score:
",32,tire,as a seat,3.2,uses,0.1936523960504126,0.36455003574298706,0.5226045149941151,0.6665147560147928,0.7915461401639723,2.5,2.4062418746747514,2.2833796603051666,2.265376777544575,2.3340291786234575
"AUT Prompt:knife
Response:use to pry open something
Score:
",10,knife,use to pry open something,1.0,uses,0.4370265633657251,0.5745430728646688,0.7017250661906005,0.803918668794758,0.8847604623670071,1.7,1.5324554568741018,1.5265731677862115,1.497771338486461,1.5436606695620425
"AUT Prompt:box
Response:as a purse
Score:
",22,box,as a purse,2.2,uses,0.2200883989337298,0.37373486355023094,0.46405896048073764,0.5450249576887956,0.6259909548968535,1.7,1.8233332607696504,1.9161113265421306,1.824585117987941,1.821405265980815
"AUT Prompt:shovel
Response:breaking down walls
Score:
",25,shovel,breaking down walls,2.5,uses,0.19420542274656766,0.3478345570193098,0.48341179216175767,0.6168870970985421,0.7275420114491444,2.0,2.1325019016993876,2.039248718299748,2.1389410576503494,2.148227768149144
"AUT Prompt:brick
Response:building supply
Score:
",10,brick,building supply,1.0,uses,0.802909687682439,0.8638635534402203,0.9193626797788478,0.9748618061174753,0.9859623297241934,1.0,1.014111919762106,1.0192967217134445,1.035277229522379,1.039383485513647
"AUT Prompt:brick
Response:a model for art
Score:
",20,brick,a model for art,2.0,uses,0.1816074662406719,0.3369445638937711,0.43116126678948036,0.5210634727382046,0.5739142531622591,2.0,1.8616949662063054,1.9574727141801216,1.930303002384494,1.9827654229696607
"AUT Prompt:knife
Response:as a musical instrument
Score:
",27,knife,as a musical instrument,2.7,uses,0.27335881667498674,0.48960343928989086,0.5769741648721081,0.6540785595749834,0.7141275225478294,2.7,2.8325019016993878,2.782151410849625,2.8431966804577935,2.8984254133806178
"AUT Prompt:pencil
Response:a sling shot
Score:
",30,pencil,a sling shot,3.0,uses,0.23606879787964838,0.42575540591958616,0.5957893824428588,0.6989201920840005,0.7709171004679359,3.0,3.1336588605118716,3.3523670737839333,3.256105518795873,3.2882222528026372
"AUT Prompt:brick
Response:good posture
Score:
",28,brick,good posture,2.8,uses,0.1414103827496553,0.2370934434850624,0.3228631848014005,0.4009574229628116,0.4720630359728565,2.0,2.121070063341632,2.0092113191150927,2.104801937811546,2.0588904239179104
"AUT Prompt:box
Response:nightstand
Score:
",16,box,nightstand,1.6,uses,0.18597269818395246,0.3241758723494359,0.43697401566748706,0.5304869609548374,0.5957695179132528,2.0,1.8721035222357527,1.8534911033200394,1.9322006006286887,1.8848414130911486
"AUT Prompt:brick
Response:hiding place
Score:
",22,brick,hiding place,2.2,uses,0.15632833062226603,0.2743311454887833,0.3736994782469611,0.45737600381382426,0.5410525293806874,1.7,1.8290442045757531,1.821321223001043,1.7259459775110069,1.69100228288385
"AUT Prompt:brick
Response:a calf muscle builder
Score:
",27,brick,a calf muscle builder,2.7,uses,0.12086999892555897,0.20657966243487452,0.28709643994487305,0.3581522467035398,0.42085877607871275,2.0,2.124469653739031,2.0054262804515943,2.10354749836269,2.2371158788325647
"AUT Prompt:box
Response:use it cushion one's fall when mats aren't accessible
Score:
",25,box,use it cushion one's fall when mats aren't accessible,2.5,uses,0.1970702529217012,0.31848171366595,0.42072041403541205,0.5068140314679144,0.5839878513626725,2.0,2.114365869876845,2.0136713787126856,1.977374550304276,2.046439347171406
"AUT Prompt:box
Response:make it into a car looking thing for a toddler to sit in
Score:
",20,box,make it into a car looking thing for a toddler to sit in,2.0,uses,0.17658765446898625,0.3399045371332614,0.4651239597032207,0.5525412051028162,0.6250126469702026,2.0,1.855856396585628,1.8408188875917808,1.755256223709456,1.7372539601622252
"AUT Prompt:lightbulb
Response:Measure the voltage and make sure it's zero and put some drink in it.
Score:
",36,lightbulb,Measure the voltage and make sure it's zero and put some drink in it.,3.6,uses,0.17982554365292586,0.3596510873058517,0.5134640257998988,0.5945177566821425,0.6683180184789342,3.6,3.75,3.854845764781769,3.77920072509321,3.847753641137061
"AUT Prompt:brick
Response:build a walkway
Score:
",11,brick,build a walkway,1.1,uses,0.6995020039840532,0.813692569370812,0.9129030518619948,0.9417749482590985,0.9619307803233074,1.0,1.042100875570877,1.0592606914873612,1.072772390515914,1.0796289594899489
"AUT Prompt:box
Response:make alike a book bag so you will only use book instead of book bags
Score:
",27,box,make alike a book bag so you will only use book instead of book bags,2.7,uses,0.10838513829233032,0.20707092972710497,0.2955323014464417,0.37607729697878856,0.4460560018039149,2.7,2.509368139574529,2.3568995122320953,2.366130403388239,2.4655739109736734
"AUT Prompt:box
Response:bed
Score:
",11,box,bed,1.1,uses,0.3442134224111602,0.6432712263697382,0.7403610705986753,0.8092080793932985,0.8636705460371285,1.0,1.1394704714120165,1.1474082233215086,1.168898602265169,1.1897776271579357
"AUT Prompt:paperclip
Response:ear cleaner
Score:
",25,paperclip,ear cleaner,2.5,uses,0.22766655467278382,0.4193810149441225,0.5686883867295528,0.6681485384753474,0.745608182539373,3.0,2.862858984951752,2.767591484091672,2.7724157944425616,2.816836605728561
"AUT Prompt:box
Response:poker table
Score:
",24,box,poker table,2.4,uses,0.15918909606047305,0.2851180359817096,0.3847360267997628,0.4712856370971411,0.545315441845282,2.0,2.132501901699387,2.2794416640502524,2.319946267886406,2.303662850784093
"AUT Prompt:pencil
Response:A throwing knife or pencil by sharping the pencil.
Score:
",27,pencil,A throwing knife or pencil by sharping the pencil.,2.7,uses,0.243157523695878,0.48254523940552807,0.6210922201115417,0.709158039190116,0.7634138163936729,2.7,2.8488281488412763,2.949471009488216,3.0302560605174684,3.0138917751837035
"AUT Prompt:tire
Response:a wheel to play with
Score:
",18,tire,a wheel to play with,1.8,uses,0.17351172545596755,0.3086427931131457,0.4242265204077762,0.5074783561006366,0.584473717539249,2.0,1.8686529502657394,1.9861767196847393,1.955634424647518,1.8692647420040167
"AUT Prompt:rope
Response:hold a bridge up
Score:
",13,rope,hold a bridge up,1.3,uses,0.09941767144340746,0.18715345855438753,0.2695736030426644,0.3457997758577554,0.420844171400771,1.7,1.5124837493495027,1.6615382538168322,1.890450965891524,1.9634812269679642
"AUT Prompt:table
Response:take shelter under it
Score:
",35,table,take shelter under it,3.5,uses,0.1852826651973949,0.28601911303309735,0.3836562261985528,0.46848482016673954,0.5445246803568276,4.0,3.964779819513654,3.846497470014159,3.747543117614922,3.7548684311341467
"AUT Prompt:brick
Response:A musical instrument
Score:
",34,brick,A musical instrument,3.4,uses,0.13090811684572065,0.24643412448525143,0.34999096844901495,0.4245801650455754,0.49040490000831344,3.0,2.859362812012127,2.9897404521075424,3.0793815914408817,3.0418815191337893
"AUT Prompt:knife
Response:doors
Score:
",13,knife,doors,1.3,uses,0.20680873466119684,0.3382643644968839,0.4676819636944196,0.5818925941261796,0.6875201601376673,1.7,1.6222763946588301,1.7268005926358816,1.5841482290879776,1.5404929480282517
"AUT Prompt:brick
Response:eat it
Score:
",22,brick,eat it,2.2,uses,0.1083446423332917,0.1967729622141376,0.2838303280672049,0.3465353963972646,0.40924046472732434,2.0,1.8651822096605721,1.9985509434064561,1.962623443350944,2.0756065214062165
"AUT Prompt:box
Response:to line them up and measure length
Score:
",25,box,to line them up and measure length,2.5,uses,0.14977955487860342,0.2759065981590467,0.3872133231861911,0.4699294576238395,0.5452433550826221,2.3,2.162858977506869,2.3172632929355856,2.3494282780902984,2.439291073293124
"AUT Prompt:rope
Response:to drag another car behind
Score:
",10,rope,to drag another car behind,1.0,uses,0.17746673430442425,0.31785447614919365,0.4342400136126537,0.5059430631772038,0.5733018445817043,1.7,1.5233307977341497,1.6510882580300037,1.5588150023335008,1.6458988286109826
"AUT Prompt:brick
Response:palce marker
Score:
",20,brick,palce marker,2.0,uses,0.15114016918463327,0.2725847069156698,0.36569946394158176,0.45455018579580825,0.5420234048866528,1.7,1.8336588605118718,1.7487023134301714,1.7587294493188115,1.6846984365213513
"AUT Prompt:knife
Response:to pick in your teeth with
Score:
",17,knife,to pick in your teeth with,1.7,uses,0.6671004131129217,0.7419470051290282,0.8100956026736774,0.8520807356549355,0.8903086342582895,1.7,1.6798242754539883,1.7067587835831994,1.671934194465356,1.655964156518923
"AUT Prompt:box
Response:Connecting to make a bed
Score:
",20,box,Connecting to make a bed,2.0,uses,0.12643264034849272,0.2452051142578649,0.3603233433118029,0.4572626112784489,0.5363821359006239,1.7,1.8453140252830953,1.6710938809763691,1.6984218638605038,1.683904059183813
"AUT Prompt:brick
Response:as one of these 13 big round things they use in curling
Score:
",23,brick,as one of these 13 big round things they use in curling,2.3,uses,0.1515706691130882,0.2541285139203838,0.3268529157306924,0.3984498301962909,0.47004674466188934,3.3,3.1789299438793877,3.3171173246243124,3.206228341977239,3.311902746964006
"AUT Prompt:knife
Response:pick walnuts off a brownie
Score:
",23,knife,pick walnuts off a brownie,2.3,uses,0.20619092892526256,0.3594190163804125,0.46807398965241986,0.543927385774726,0.6151850569507855,1.7,1.8278964777642472,1.937486834682472,2.0438231117112937,1.9229157469762543
"AUT Prompt:brick
Response:hit someone over head with
Score:
",32,brick,hit someone over head with,3.2,uses,0.26982369898003555,0.4211810764907429,0.5678816770573027,0.7014540805365883,0.7876949060144208,1.0,1.1078092435480305,1.260789596905519,1.3063405593493276,1.2946978566353247
"AUT Prompt:sock
Response:a hat
Score:
",28,sock,a hat,2.8,uses,0.36900308667636394,0.5433077974513305,0.7122497160602149,0.8213268386773644,0.8653979801107976,2.7,2.796246388286327,2.915734118151379,2.8472415388341896,2.885576415237535
"AUT Prompt:pencil
Response:turn it into a torch
Score:
",41,pencil,turn it into a torch,4.1,uses,0.422082346540524,0.6821197497019622,0.8030483727022584,0.8823552998868678,0.9254737282941942,3.9,3.785634126584787,3.6673278621810073,3.5803835208941477,3.567320268634625
"AUT Prompt:box
Response:kitchen
Score:
",13,box,kitchen,1.3,uses,0.22422633794964958,0.44155395673537423,0.5775541054169231,0.6550446542965215,0.7135375893707072,1.3,1.1523435592837614,1.2813035245324718,1.307174905683139,1.3639699139116244
"AUT Prompt:shovel
Response:yard art
Score:
",30,shovel,yard art,3.0,uses,0.15000797794503337,0.2976902977543046,0.43007187365377486,0.5604010634519643,0.6684477567435233,3.0,2.75195308526454,2.520492391069211,2.469213768384765,2.5065176398267535
"AUT Prompt:shoe
Response:you can make it a chew toy for your pet.
Score:
",34,shoe,you can make it a chew toy for your pet.,3.4,uses,0.20501853280563315,0.36975555193957066,0.524511659642945,0.615488091189857,0.6841607045691083,3.3,3.0326822789762558,3.0230394384554478,3.10832104468629,3.1877857997586947
"AUT Prompt:knife
Response:use it as a massage tool
Score:
",30,knife,use it as a massage tool,3.0,uses,0.23704957085313044,0.36593118703308125,0.4948128032130321,0.6197291489276646,0.7408022227236231,2.0,2.105660534614367,1.9999999999999998,2.141096222682998,2.1997536918209666
"AUT Prompt:rope
Response:strong
Score:
",10,rope,strong,1.0,uses,0.48195376151498226,0.6828620000225948,0.7692715566651543,0.8241968126553281,0.8711768737176872,1.0,1.0882644978784723,1.1008153521456054,1.1207533003630836,1.1412049831891067
"AUT Prompt:box
Response:Put your head in it for meditation
Score:
",30,box,Put your head in it for meditation,3.0,uses,0.16232879529824798,0.3221409158927534,0.4160896149876343,0.5029779578487412,0.5727947027280754,2.3,2.151171851158724,2.0493019487199162,2.0580599262679873,2.13630465538666
"AUT Prompt:book
Response:a plate
Score:
",35,book,a plate,3.5,uses,0.14476441239353272,0.26477831354265624,0.3775209400013481,0.48343283603254344,0.5893447320637388,3.5,3.7266309116169163,3.8679975714596124,3.853100462322575,3.753702070391281
"AUT Prompt:brick
Response:A shelf
Score:
",14,brick,A shelf,1.4,uses,0.1375196449111038,0.2607914579079402,0.36298738033320677,0.4620390647757414,0.5565548423462845,1.7,1.8418050429861301,1.7455728223907192,1.6500511620717229,1.6755159140319122
"AUT Prompt:table
Response:putting safe obljects in a place
Score:
",20,table,putting safe obljects in a place,2.0,uses,0.1676735574975656,0.2617298988666019,0.3543280318221826,0.43353141216312996,0.5102979606724465,2.0,2.1796820725800514,2.211125295919952,2.1177460157136214,2.069945971800495
"AUT Prompt:paperclip
Response:post paper on a bulletin 
Score:
",22,paperclip,post paper on a bulletin ,2.2,uses,0.24269676392034795,0.4438994480984708,0.571791629861256,0.6713941611668235,0.7454124773808009,2.0,1.8640214455953843,1.7826010566734034,1.7851822212077497,1.7370043704734255
"AUT Prompt:knife
Response:anchoring a picture frame
Score:
",30,knife,anchoring a picture frame,3.0,uses,0.19987334260899695,0.3655741635799027,0.5261769062449193,0.6418547222932675,0.7362682041263031,2.0,2.090652369603078,2.2155958085205016,2.1226729164363913,2.196704987643967
"AUT Prompt:spoon
Response:You could make it loose and use it as a slingshot
Score:
",24,spoon,You could make it loose and use it as a slingshot,2.4,uses,0.4011304712026549,0.5606891391925479,0.6720790414060989,0.7817420032537207,0.8619731400580201,2.7,2.7853727976002935,2.9203885306098463,2.8473882986398547,2.8895167010731466
"AUT Prompt:box
Response:Wear it as a costume
Score:
",16,box,Wear it as a costume,1.6,uses,0.3091035020746399,0.4965842531074566,0.5938479951613139,0.6911117372151713,0.7769466883114875,1.7,1.5489837324807418,1.5900965790243815,1.5914903388628483,1.58138273575414
